Stations,RUBUNGORAB,KABUYESW,BUTAMWA,MULINDI,RWESERO,RUKOZO,RUTONGO,CYINZUZI,MUGAMBAZI,RUSIGA,BUTARO,KINONI,NTARUKA,KAGOGO,RUHUNDE,SHINGIRO,NYANGEKABEZA,KINIGI,REMERA,NEMBAPAROISSE,CYABINGO,MINAZI,MUYONGWE,JANJA,RUSHASHI,RULI,GACURABWENGE,MUGINA,KAYENZI,NYABINONI,RUGENDABARI,KIVUMU,KIBANGU,NYAMABUYE,MWENDO,GITWE,KIGOMA,KINAZI,RURANGAZI,NYAMIYAGAPAROISSE,BUSASAMANANYANZA,KARAMAGAHORORO,KIGOMA,SIMBI,NYAKIBANDA,RUBONA,GIKONKO,CYILI,MUKINDO,GAKOMA,SAVE,KANSI,KIGEMBE,CYAHINDA,RUNYOMBYI,KIBEHO,MUDASOMWATARESECTOR,GATARE,BURUHUKIRO,MUSHUBIPAROISSE,KADUHASECTOR,CYANIKAKUISHURI,KIGEMEKUISHURI,KITABITEA,NYAMATAPAROISSE,RUHUHA,JURU,KARAMA,GISHALI,MWULIRE,NZIGE,RWAMAGANA,MUSHA,KABARONDO,GAHINI,MWIRI,MUKARANGE,RWINKWAVU,NDEGO,MURUNDI,KIZIGURO,RWIMBOGO,GABIRO,GASANGE,NYAGAHANGA,NGARAMA,KABARORE,MUHURA,NYAKIGAKARAMA,KAGITUMBAGARDENFRESH,GATUNDA,MUTENDERI,SAKE,ZAZA,JARAMA,KIREHE,MUSAZA,NYAMUGALI,NYARUBUYE,MPANGA,GAHARA,MURAMBA,GATUMBA,KABAYA,MUHANDARUBAYA,NYANGE,SOVU,NYUNDO,RYABIZIGE,BUSASAMANA,KANAMA,RUGABANO,GISHYITA,RUGABANOTEA,TWUMBA,MUSHUBATI,GIHANGO,BONEZA,MURUNDAPAROISSE,RUGERA,RWANKERI,BIGOGWE,NYAMASHEKE,NTENDEZI,CYATO,KIRIMBI,KANJONGO,SHANGI,NKANKA,NYAKABUYE,MURURU,MIBIRIZI,GITEGA,KIGALIAERO,GIKONGOROMET,BYIMANA,RUBENGERAMET,GISENYIAERO,KAMEMBEAERO,BUSOGOISAE,RUHENGERIAERO,BYUMBAMET,NYAGATARE,KAWANGIRE,KIBUNGOKAZO,BUGARAMARIZ
1994,15.60351,15.54255,15.80332,12.72948,15.28,12.1803,13.50175,12.58605,13.50175,12.1803,11.48436,10.61627,11.82142,11.79652,12.02534,8.15923,8.20066,10.22375,11.87047,11.93962,13.09537,13.50279,12.24753,14.77304,12.51381,14.15178,14.29792,14.29792,15.24156,14.52496,14.50414,12.38033,14.45973,12.43282,14.72107,14.03712,13.72792,14.50041,14.53074,13.39186,14.49685,12.68603,14.04934,14.69236,14.08159,14.06915,13.39186,13.23444,13.37655,13.68041,14.92855,14.18238,14.35301,13.27652,11.69088,12.84482,10.58559,11.16496,10.18786,12.59047,13.2189,14.27334,12.60852,10.48326,15.60205,14.37485,15.43233,15.65915,16.18877,16.33808,15.39671,16.18877,15.70937,16.26263,16.55732,16.61118,16.2117,16.6614,16.24551,15.48351,14.16403,15.63066,15.78197,15.01973,13.32381,13.77271,15.50858,13.92608,14.80005,15.36978,14.54523,15.1709,14.6597,15.60205,14.87156,16.53995,16.63277,16.88384,16.69205,16.5586,15.06211,13.09537,13.02712,16.09584,13.02712,12.81044,10.9846,12.48315,12.30227,11.28663,11.72548,12.60764,14.45101,12.92636,12.10578,15.59778,12.46847,13.3854,13.57937,11.15863,8.46438,9.84942,13.47263,12.51885,11.57362,13.47386,13.45811,14.73984,13.91337,11.55956,13.26553,11.82263,16.0069,16.05304,13.3371,14.20948,15.88438,15.23789,15.27419,9.78277,11.54616,12.89482,14.91682,15.26704,15.49474,18.34581
1995,15.47455,15.39205,15.6643,12.62559,15.15282,12.07595,13.35808,12.45521,13.35808,12.07595,11.38282,10.51038,11.72173,11.69655,11.92392,8.10214,8.13918,10.12655,11.77153,11.83184,12.99381,13.39737,12.1211,14.67003,12.38395,14.04397,14.16649,14.16649,15.08101,14.41592,14.35425,12.24414,14.33515,12.30411,14.58447,13.90411,13.59356,14.36978,14.3897,13.27373,14.35227,12.55855,13.91186,14.54959,13.94858,13.9306,13.27373,13.12016,13.26493,13.56822,14.77742,14.04899,14.22036,13.15123,11.57932,12.72652,10.48019,11.05392,10.09068,12.46438,13.0951,14.13627,12.48647,10.37962,15.52874,14.25942,15.30679,15.55932,16.09255,16.23956,15.29351,16.09255,15.60318,16.20345,16.49721,16.55156,16.11619,16.60074,16.21663,15.40312,14.05436,15.55534,15.70277,14.90836,13.21504,13.66468,15.39888,13.81685,14.69003,15.3,14.43501,15.1106,14.56504,15.52874,14.77781,16.47795,16.56825,16.84529,16.65614,16.52252,15.00132,12.99381,12.8854,16.01477,12.8854,12.67356,10.89153,12.42151,12.24973,11.23255,11.66126,12.50088,14.35468,12.8191,11.97066,15.48866,12.40052,13.31918,13.4823,11.05647,8.40258,9.79142,13.40992,12.45578,11.51715,13.40973,13.394,14.67468,13.85132,11.50096,13.20658,11.76477,15.86838,15.91773,13.20877,14.07518,15.77392,15.2094,15.20948,9.71866,11.4486,12.78595,14.80499,15.17989,15.42085,18.26964
1996,15.39033,15.30773,15.63273,12.48858,15.07109,11.92716,13.27003,12.33978,13.27003,11.92716,11.23702,10.36112,11.57571,11.55866,11.78415,7.88216,8.02869,9.97844,11.63314,11.70418,12.85839,13.29399,12.01333,14.56238,12.27631,13.94593,14.14948,14.14948,15.02951,14.31861,14.3018,12.20019,14.25342,12.27549,14.5503,13.87227,13.56415,14.35279,14.38175,13.28954,14.34929,12.55273,13.90309,14.54746,13.93885,13.93137,13.28954,13.13678,13.28109,13.58066,14.77443,14.04429,14.21038,13.13885,11.52716,12.67451,10.43366,11.00363,10.03872,12.38525,13.03117,14.12022,12.42634,10.33574,15.46579,14.26653,15.26246,15.55486,15.97995,16.12891,15.1894,15.97995,15.495,16.09451,16.32208,16.37585,15.99678,16.48082,16.07842,15.21956,13.92003,15.36005,15.5091,14.77656,13.07694,13.5338,15.2412,13.68402,14.5288,15.10631,14.28238,15.07016,14.52656,15.46579,14.7741,16.41503,16.51628,16.72279,16.5218,16.3885,14.9703,12.85839,12.85117,15.8226,12.85117,12.62251,10.84057,12.29833,12.11803,11.10956,11.54399,12.42292,14.28298,12.7453,11.84339,15.40544,12.32276,13.22833,13.39746,10.9321,8.30079,9.67374,13.31276,12.36145,11.43393,13.32025,13.30292,14.56172,13.73934,11.41508,13.09645,11.67393,15.83191,15.87781,13.15057,14.04352,15.70014,15.05645,15.08667,9.59699,11.29828,12.63596,14.63926,15.02232,15.35713,18.15314
1997,15.55699,15.46737,15.76677,12.58518,15.23247,12.00186,13.36356,12.41427,13.36356,12.00186,11.31353,10.33405,11.65153,11.64416,11.86074,7.71586,7.85208,9.92997,11.71819,11.75515,12.95597,13.34844,12.1037,14.63701,12.36663,14.0254,14.21537,14.21537,15.10252,14.36479,14.35929,12.2317,14.29477,12.29181,14.59953,13.90129,13.5983,14.42266,14.41088,13.3514,14.37479,12.5343,13.91825,14.58808,13.97241,13.97351,13.3514,13.1994,13.35532,13.64723,14.80608,14.07953,14.25671,13.14874,11.49271,12.68022,10.36274,10.9514,9.95551,12.37063,13.06326,14.14504,12.4063,10.26619,15.62348,14.36345,15.40592,15.6797,16.15321,16.30277,15.36332,16.15321,15.67748,16.29896,16.55342,16.60655,16.17751,16.68312,16.30581,15.46112,14.09745,15.624,15.78751,14.95184,13.21707,13.69726,15.48348,13.86471,14.76778,15.37518,14.50984,15.22912,14.67227,15.62348,14.90975,16.58288,16.6729,16.93833,16.72934,16.59953,15.13142,12.95597,12.8431,16.06115,12.8431,12.6263,10.68715,12.32334,12.10123,11.06115,11.53236,12.4057,14.33159,12.73959,11.83893,15.44348,12.28153,13.2171,13.38126,10.94326,8.15882,9.58014,13.38433,12.42849,11.46573,13.37814,13.382,14.66079,13.81189,11.45121,13.16277,11.71005,15.96984,16.01797,13.13893,14.07885,15.75049,15.08279,15.19041,9.53118,11.32085,12.71277,14.88526,15.2343,15.52036,18.34559
1998,16.17088,16.10781,16.4309,13.14126,15.83405,12.55597,13.95414,12.97625,13.95414,12.55597,11.85318,10.90507,12.2091,12.19216,12.40408,8.32118,8.42126,10.49614,12.27066,12.33455,13.55907,13.9846,12.63564,15.32063,12.9123,14.6663,14.86485,14.86485,15.79214,15.05636,15.06244,12.8174,15.00984,12.89663,15.31386,14.59244,14.2674,15.08296,15.15036,13.97233,15.1083,13.1983,14.63595,15.32362,14.67438,14.66992,13.97233,13.80995,13.96175,14.27337,15.55825,14.78197,14.95734,13.82723,12.13518,13.35504,10.98027,11.58422,10.56715,13.06027,13.74622,14.87296,13.09419,10.87575,16.21397,15.00003,16.03329,16.3171,16.75907,16.91167,15.94115,16.75907,16.25416,16.88241,17.13625,17.19019,16.78422,17.27485,16.87973,16.01378,14.6406,16.16578,16.32488,15.5249,13.74751,14.23219,16.04564,14.39414,15.29896,15.90203,15.03701,15.80586,15.25184,16.21397,15.50249,17.2191,17.31833,17.5397,17.33893,17.19773,15.7066,13.55907,13.52203,16.63551,13.52203,13.29014,11.37181,12.95438,12.76781,11.69578,12.14959,13.08778,15.05038,13.43153,12.48614,16.24274,12.96137,13.92077,14.10301,11.50945,8.71203,10.17112,14.04948,13.05288,12.06918,14.05159,14.04367,15.37619,14.50167,12.04129,13.81584,12.30852,16.6391,16.68534,13.85797,14.77526,16.55175,15.87408,15.92805,10.09945,11.90145,13.29679,15.41586,15.78751,16.10184,19.18156
1999,15.62288,15.54175,15.85926,12.64285,15.29658,12.0617,13.44014,12.48392,13.44014,12.0617,11.37033,10.4251,11.71219,11.70112,11.91945,7.85038,7.98784,10.02403,11.77597,11.82921,13.01879,13.44,12.15882,14.72712,12.424,14.11458,14.33005,14.33005,15.20781,14.46633,14.45277,12.32559,14.40567,12.39405,14.71427,14.02978,13.7214,14.54411,14.54932,13.474,14.51729,12.67808,14.06164,14.73099,14.10915,14.11266,13.474,13.32066,13.47159,13.76699,14.95951,14.2157,14.38841,13.28405,11.628,12.81274,10.50367,11.08978,10.08989,12.50195,13.18063,14.28433,12.54795,10.40526,15.70767,14.47545,15.50085,15.79279,16.23321,16.38189,15.41679,16.23321,15.74578,16.35449,16.60701,16.65978,16.25493,16.73789,16.36153,15.50636,14.14827,15.64666,15.80345,15.00893,13.2723,13.75121,15.51726,13.91137,14.79827,15.40101,14.5406,15.30699,14.76068,15.70767,14.9983,16.67397,16.76893,16.99638,16.79907,16.66386,15.20644,13.01879,12.94759,16.11307,12.94759,12.72523,10.84652,12.40696,12.19978,11.16381,11.6251,12.51715,14.43986,12.8531,11.93205,15.5577,12.39482,13.31844,13.47748,11.02225,8.28211,9.69055,13.48636,12.52852,11.5666,13.4823,13.48268,14.76781,13.9223,11.55375,13.26764,11.81321,16.06192,16.11044,13.28726,14.20411,15.86532,15.20351,15.30153,9.63214,11.40036,12.78189,14.91126,15.29381,15.59455,18.45279
2000,15.18497,15.10533,15.39855,12.30434,14.86754,11.74041,13.05814,12.14276,13.05814,11.74041,11.08164,10.13066,11.41402,11.4044,11.60189,7.64055,7.74027,9.73418,11.4774,11.51352,12.68161,13.06691,11.83137,14.32301,12.08806,13.72601,13.90186,13.90186,14.76249,14.06137,14.06137,11.96508,13.99847,12.0382,14.30393,13.62413,13.32421,14.10705,14.11915,13.05929,14.08153,12.28281,13.63929,14.28984,13.68743,13.68686,13.05929,12.90962,13.05855,13.34705,14.50448,13.78937,13.96254,12.88445,11.30459,12.46273,10.20126,10.77533,9.80156,12.17164,12.84221,13.86454,12.20123,10.105,15.24904,14.04388,15.04825,15.30582,15.77298,15.91544,15.01016,15.77298,15.30749,15.89978,16.14577,16.195,15.79735,16.26555,15.90265,15.09951,13.77055,15.24008,15.39918,14.60202,12.91117,13.38077,15.11011,13.54238,14.4159,15.00328,14.16527,14.85844,14.33109,15.24904,14.55399,16.18016,16.26544,16.50522,16.31104,16.18085,14.76202,12.68161,12.57724,15.68139,12.57724,12.36727,10.5297,12.09363,11.8824,10.86489,11.32246,12.17249,14.08082,12.50107,11.62443,15.14896,12.07295,12.98683,13.10945,10.7197,8.03473,9.41732,13.18298,12.24426,11.27301,13.17107,13.17765,14.44366,13.61656,11.28874,12.98014,11.54721,15.59609,15.64645,12.91885,13.79568,15.4468,14.84104,14.97306,9.36981,11.09352,12.43536,14.52811,14.87869,15.14587,18.05342
2001,15.19408,15.1389,15.38805,12.46668,14.89178,11.92882,13.1691,12.2911,13.1691,11.92882,11.27219,10.46268,11.60392,11.57268,11.77696,8.13885,8.21151,10.09315,11.64658,11.72789,12.85082,13.22896,11.94923,14.48386,12.21052,13.84375,13.94704,13.94704,14.85655,14.24784,14.17603,12.09099,14.17304,12.14373,14.38989,13.70501,13.39833,14.13915,14.22164,13.05395,14.17189,12.40479,13.73477,14.358,13.75825,13.73359,13.05395,12.90079,13.03614,13.34134,14.57866,13.85827,14.01627,12.98321,11.45827,12.57008,10.39266,10.94542,10.03027,12.33044,12.93038,13.95674,12.34312,10.29321,15.20323,14.00512,15.01225,15.26085,15.7414,15.88329,14.97975,15.7414,15.28132,15.85647,16.12811,16.18025,15.76597,16.24151,15.85871,15.07534,13.82153,15.24586,15.39225,14.62564,13.00847,13.44677,15.11167,13.59071,14.42079,14.98586,14.17838,14.80088,14.26819,15.20323,14.49252,16.14397,16.23822,16.49181,16.31605,16.1854,14.69904,12.85082,12.77701,15.66112,12.77701,12.55027,10.88871,12.31803,12.18855,11.19729,11.58556,12.38882,14.17044,12.69501,11.81449,15.31266,12.32099,13.21441,13.38438,10.98688,8.45268,9.79899,13.22381,12.27805,11.35844,13.22981,13.20093,14.45811,13.65778,11.3523,13.02088,11.61271,15.58847,15.62901,13.05134,13.87666,15.58436,15.08425,14.98279,9.71077,11.35997,12.628,14.53282,14.86099,15.098,17.95929
2002,15.22833,15.17666,15.42104,12.47373,14.92477,11.92721,13.18855,12.30696,13.18855,11.92721,11.26737,10.43386,11.60016,11.57342,11.7771,8.05748,8.14296,10.06022,11.64688,11.72529,12.85797,13.24468,11.97299,14.50482,12.23556,13.86671,13.96395,13.96395,14.89499,14.26564,14.19647,12.1054,14.18279,12.15079,14.40219,13.7146,13.40855,14.15356,14.21696,13.06608,14.16647,12.38742,13.72351,14.35186,13.74874,13.73008,13.06608,12.91496,13.05466,13.35521,14.56764,13.85036,14.01129,12.96967,11.42411,12.54249,10.35178,10.90899,9.98532,12.29696,12.91658,13.94652,12.31132,10.25216,15.22767,14.02605,15.03458,15.28227,15.77332,15.91775,14.99795,15.77332,15.31581,15.87973,16.17964,16.23351,15.79482,16.27036,15.89811,15.12627,13.86575,15.30786,15.45896,14.66233,13.04222,13.4877,15.17252,13.63792,14.48751,15.05118,14.24077,14.81838,14.29304,15.22767,14.50879,16.15742,16.25293,16.53285,16.35151,16.22236,14.71627,12.85797,12.78523,15.71866,12.78523,12.55342,10.8446,12.30967,12.16241,11.1646,11.56904,12.37121,14.17351,12.68167,11.75326,15.31942,12.31047,13.21104,13.39088,10.97548,8.39751,9.75356,13.19753,12.25208,11.32671,13.21011,13.17984,14.42975,13.62104,11.31775,12.98148,11.57466,15.62277,15.66151,13.02203,13.88951,15.59427,15.05375,14.94814,9.67244,11.34296,12.62819,14.60041,14.91132,15.12164,17.94904
2003,15.39389,15.37825,15.60173,12.69614,15.09186,12.16507,13.41488,12.55003,13.41488,12.16507,11.51403,10.75104,11.84805,11.81123,12.00427,8.44142,8.51162,10.38219,11.88512,11.99696,13.10849,13.50203,12.19436,14.77115,12.46238,14.10751,14.18244,14.18244,15.15926,14.54622,14.49,12.35079,14.47923,12.40611,14.67641,13.9809,13.66685,14.36819,14.51427,13.25145,14.4543,12.66833,14.0129,14.63222,14.02071,13.98795,13.25145,13.09416,13.22589,13.53899,14.85729,14.11885,14.27682,13.24466,11.72904,12.84126,10.66616,11.22047,10.3157,12.63762,13.21712,14.23918,12.63145,10.56195,15.32129,14.19718,15.19005,15.41079,15.90258,16.04877,15.12904,15.90258,15.45564,15.95781,16.27205,16.32734,15.92334,16.36022,15.94899,15.22666,14.01315,15.4049,15.54978,14.81321,13.20959,13.63877,15.30121,13.78005,14.61,15.13205,14.36614,14.90151,14.40751,15.32129,14.62104,16.25732,16.35899,16.60381,16.42918,16.29847,14.79532,13.10849,13.10299,15.82762,13.10299,12.85967,11.22844,12.59118,12.46929,11.47726,11.86414,12.69277,14.46307,12.99868,12.08288,15.65414,12.63581,13.53227,13.73611,11.26447,8.74033,10.08055,13.45562,12.49951,11.57408,13.47545,13.42874,14.69745,13.89044,11.56115,13.23814,11.82014,15.80526,15.83868,13.34836,14.15663,15.91721,15.37132,15.2211,9.97907,11.62449,12.87227,14.72342,15.01863,15.21463,18.21208
2004,14.04587,14.06169,14.20213,11.53238,13.78732,11.00956,12.24541,11.42658,12.24541,11.00956,10.43885,9.7388,10.74005,10.71582,10.86066,7.5382,7.70861,9.40484,10.78358,10.91344,11.90243,12.26781,11.09451,13.42202,11.3423,12.80984,12.94202,12.94202,13.79672,13.24139,13.14973,11.23317,13.10538,11.28448,13.43639,12.75697,12.45885,13.0935,13.19265,12.04833,13.13407,11.49653,12.68973,13.27768,12.70803,12.66877,12.04833,11.91817,12.04055,12.36049,13.45298,12.80691,12.91284,12.02167,10.6788,11.64954,9.71066,10.18863,9.40839,11.37098,11.94697,12.90555,11.44443,9.61568,13.98514,12.90486,13.84415,14.05265,14.45746,14.59107,13.67208,14.45746,14.04096,14.5347,14.78036,14.82585,14.48475,14.88249,14.50932,13.83803,12.7829,14.11566,14.25139,13.49178,12.02262,12.44784,14.01429,12.58896,13.41577,13.83393,13.17765,13.49426,13.09128,13.98514,13.24527,14.7691,14.85705,15.02822,14.99205,14.86339,13.4021,11.90243,12.0065,14.35587,12.0065,11.73221,10.15467,11.40549,11.29568,10.39205,10.74112,11.52057,13.07959,11.79607,10.65743,14.19036,11.57413,12.31667,12.54287,10.25238,7.92863,9.13418,12.15593,11.27508,10.47178,12.20008,12.13128,13.2897,12.56954,10.46197,11.97686,10.73194,14.41194,14.42227,12.07973,12.93503,14.40669,13.8932,13.77423,9.0444,10.53232,11.68918,13.52751,13.6812,13.85358,16.53678
2005,16.12795,16.05901,16.38647,13.0371,15.79189,12.45455,13.91205,12.92967,13.91205,12.45455,11.74386,10.80068,12.0883,12.07578,12.30359,8.17559,8.2626,10.38052,12.14929,12.2246,13.42033,13.87419,12.58268,15.1831,12.8563,14.56159,14.84956,14.84956,15.74929,14.92888,14.95956,12.78351,14.88329,12.8523,15.2366,14.52633,14.21373,15.0654,15.10115,13.93414,15.0646,13.16121,14.58805,15.27918,14.62827,14.6306,13.93414,13.77373,13.92477,14.23718,15.51995,14.73896,14.90986,13.77975,12.02619,13.24173,10.88438,11.48471,10.46126,12.93953,13.61962,14.81644,12.98159,10.78123,16.18321,14.95658,16.01211,16.29767,16.73641,16.89326,15.91696,16.73641,16.25189,16.82523,17.07208,17.12932,16.75559,17.22485,16.80348,15.94208,14.57296,16.06055,16.21359,15.46948,13.68373,14.16537,15.96496,14.32438,15.21751,15.8014,14.95482,15.76682,15.23164,16.18321,15.48808,17.17271,17.27844,17.47885,17.27384,17.13559,15.66671,13.42033,13.42712,16.57099,13.42712,13.18997,11.22679,12.74041,12.53025,11.47852,11.94901,12.94523,14.86715,13.29033,12.34562,16.04855,12.75438,13.68715,13.90595,11.39468,8.5569,9.98397,13.82156,12.84734,11.87805,13.82578,13.82071,15.12373,14.258,11.85038,13.57997,12.10641,16.59611,16.64107,13.74156,14.70655,16.36082,15.54721,15.65849,9.92948,11.77192,13.19526,15.33049,15.73674,16.0706,18.8877
2006,15.88189,15.85762,16.11307,12.99373,15.56241,12.45627,13.80112,12.8734,13.80112,12.45627,11.74395,10.91762,12.08671,12.05745,12.29362,8.50852,8.5303,10.52644,12.13236,12.23559,13.38523,13.81395,12.50658,15.11074,12.77912,14.44499,14.63225,14.63225,15.57945,14.87677,14.83707,12.68079,14.81227,12.73392,15.06808,14.36082,14.04814,14.83296,14.9274,13.67907,14.86904,13.01521,14.40652,15.06255,14.42981,14.40995,13.67907,13.51699,13.65496,13.97323,15.30334,14.53395,14.69729,13.61523,11.98093,13.14638,10.87055,11.44932,10.49384,12.92268,13.52564,14.63463,12.91411,10.76518,15.85775,14.66748,15.71142,15.9551,16.44573,16.60227,15.65471,16.44573,16.00559,16.51071,16.80674,16.86359,16.4657,16.91899,16.48997,15.70244,14.39767,15.85345,16.00236,15.26578,13.55934,14.00378,15.74479,14.15496,15.02663,15.57997,14.76945,15.43833,14.92545,15.85775,15.15471,16.8297,16.932,17.16789,16.98153,16.84803,15.33285,13.38523,13.3749,16.32562,13.3749,13.13225,11.39049,12.78364,12.63068,11.60879,12.03071,12.94175,14.76688,13.26455,12.36186,15.98389,12.80658,13.72948,13.94315,11.45679,8.78115,10.16921,13.73038,12.75836,11.80436,13.74115,13.712,15.00901,14.17345,11.78616,13.50178,12.0471,16.32142,16.35838,13.66181,14.54156,16.27208,15.59995,15.54307,10.0834,11.83219,13.17677,15.14378,15.50296,15.75326,18.64436
